front_left,front_right,back_right,power,efficiency
"(60.601951599121094,66.85720825195312,-3.814697180359872e-08)","(60.603233337402344,65.85720825195312,-3.814697180359872e-08)","(62.603233337402344,65.85977172851562,-3.814697180359872e-08)",100000.0,1.0
"(103.05934143066406,44.96905517578125,-3.814697180359872e-08)","(102.05937194824219,44.96223449707031,-3.814697180359872e-08)","(102.07301330566406,42.9622802734375,-3.814697180359872e-08)",100000.0,1.0
"(-16.453475952148438,-67.51750946044922,-7.629394360719743e-08)","(-16.44306182861328,-68.51744842529297,-7.629394360719743e-08)","(-14.443168640136719,-68.49662017822266,-7.629394360719743e-08)",100000.0,1.0
"(44.381465911865234,13.912023544311523,7.629394360719743e-08)","(44.38424301147461,12.912027359008789,7.629394360719743e-08)","(46.38423538208008,12.917585372924805,7.629394360719743e-08)",100000.0,1.0
"(-51.83837127685547,-27.857585906982422,0.0)","(-52.838340759277344,-27.865131378173828,0.0)","(-52.82324981689453,-29.865074157714844,0.0)",100000.0,1.0
"(-26.795175552368164,-61.77360534667969,3.814697180359872e-08)","(-26.80558967590332,-60.773658752441406,3.814697180359872e-08)","(-28.805482864379883,-60.79448699951172,3.814697180359872e-08)",100000.0,1.0
"(79.26410675048828,17.40422248840332,7.629394360719743e-08)","(79.26688385009766,16.404226303100586,7.629394360719743e-08)","(81.2668685913086,16.4097843170166,7.629394360719743e-08)",100000.0,1.0
"(-42.336673736572266,-17.553752899169922,3.814697180359872e-08)","(-41.3366813659668,-17.556568145751953,3.814697180359872e-08)","(-41.331050872802734,-15.556575775146484,3.814697180359872e-08)",100000.0,1.0
"(103.46538543701172,-21.698532104492188,3.814697180359872e-08)","(102.46549224853516,-21.713275909423828,3.814697180359872e-08)","(102.49498748779297,-23.713058471679688,3.814697180359872e-08)",100000.0,1.0
"(-48.171539306640625,47.953861236572266,-3.814697180359872e-08)","(-49.171531677246094,47.9566764831543,-3.814697180359872e-08)","(-49.177162170410156,45.95668411254883,-3.814697180359872e-08)",100000.0,1.0
"(53.790611267089844,69.32405853271484,0.0)","(53.789329528808594,70.32405853271484,0.0)","(51.789329528808594,70.32149505615234,0.0)",100000.0,1.0
"(29.015419006347656,134.44158935546875,0.0)","(29.021011352539062,133.44161987304688,0.0)","(31.020980834960938,133.45281982421875,0.0)",100000.0,1.0
"(52.119937896728516,134.44100952148438,-3.814697180359872e-08)","(52.12553024291992,133.4410400390625,-3.814697180359872e-08)","(54.1254997253418,133.45223999023438,-3.814697180359872e-08)",100000.0,1.0
"(78.00948333740234,24.352445602416992,3.814697180359872e-08)","(78.00670623779297,25.352441787719727,3.814697180359872e-08)","(76.00672149658203,25.34688377380371,3.814697180359872e-08)",100000.0,1.0
"(43.51588439941406,51.555335998535156,0.0)","(44.51580047607422,51.54222869873047,0.0)","(44.542015075683594,53.54205322265625,0.0)",100000.0,1.0
"(-109.4407958984375,-22.42286491394043,-3.814697180359872e-08)","(-110.44073486328125,-22.434072494506836,-3.814697180359872e-08)","(-110.41831970214844,-24.43394660949707,-3.814697180359872e-08)",100000.0,1.0
"(-0.012521278113126755,69.21528625488281,3.814697180359872e-08)","(-0.013800133019685745,70.21528625488281,3.814697180359872e-08)","(-2.013798475265503,70.21272277832031,3.814697180359872e-08)",100000.0,1.0
