front_left,front_right,back_right,power,efficiency
"(30.99707794189453,-22.79982566833496,0.0)","(30.995258331298828,-23.299821853637695,0.0)","(32.99524688720703,-23.30710792541504,0.0)",30000.0,0.9
"(31.002540588378906,-19.299821853637695,0.0)","(31.000720977783203,-19.79981803894043,0.0)","(33.00070571899414,-19.807104110717773,0.0)",30000.0,0.9
"(31.000715255737305,-15.799793243408203,0.0)","(30.9988956451416,-16.299789428710938,0.0)","(32.99888229370117,-16.30707550048828,0.0)",30000.0,0.9
"(31.00253677368164,-12.29977798461914,0.0)","(31.000717163085938,-12.799774169921875,0.0)","(33.000701904296875,-12.807058334350586,0.0)",30000.0,0.9
"(658.6513671875,66.49210357666016,0.0)","(659.1513671875,66.49593353271484,0.0)","(659.135986328125,68.4958724975586,0.0)",30000.0,0.9
"(662.1513061523438,66.48589324951172,0.0)","(662.6513061523438,66.48961639404297,0.0)","(662.6364135742188,68.48955535888672,0.0)",30000.0,0.9
"(665.6513061523438,66.4672622680664,0.0)","(666.1513061523438,66.47083282470703,0.0)","(666.1370239257812,68.47078704833984,0.0)",30000.0,0.9
"(669.1512451171875,66.45760345458984,0.0)","(669.6512451171875,66.46106719970703,0.0)","(669.637451171875,68.46102142333984,0.0)",30000.0,0.9
"(672.6511840820312,66.44632720947266,0.0)","(673.1511840820312,66.44966888427734,0.0)","(673.1377563476562,68.44962310791016,0.0)",30000.0,0.9
