front_left,front_right,back_right,power,efficiency
"(89.96430969238281,-134.53317260742188,3.4969110629390343e-07)","(89.99784851074219,-135.53262329101562,3.4969110629390343e-07)","(93.99559020996094,-135.3984375,-3.4969110629390343e-07)",40000.0,0.95
"(-1600.6922607421875,-682.8466186523438,3.4969110629390343e-07)","(-1599.6922607421875,-682.8490600585938,3.4969110629390343e-07)","(-1599.6827392578125,-678.8490600585938,-3.4969110629390343e-07)",40000.0,0.95
"(-0.5357687473297119,-348.95343017578125,1.8628445104695857e-05)","(-1.5357651710510254,-348.95074462890625,1.8628445104695857e-05)","(-1.5465638637542725,-352.95074462890625,1.792906186892651e-05)",40000.0,0.95
"(876.4268798828125,-1433.1917724609375,3.4969110629390343e-07)","(876.4366455078125,-1434.1917724609375,3.4969110629390343e-07)","(880.4364013671875,-1434.1527099609375,-3.4969110629390343e-07)",40000.0,0.95
"(-811.4146118164062,-659.2763671875,0.0)","(-810.4146118164062,-659.2843017578125,0.0)","(-810.3828735351562,-655.284423828125,0.0)",40000.0,0.95
"(671.265625,-250.6317901611328,0.0)","(671.2799072265625,-249.6318817138672,0.0)","(667.2802734375,-249.57456970214844,0.0)",40000.0,0.95
"(-869.1807250976562,-842.4999389648438,3.4969110629390343e-07)","(-869.1820678710938,-843.4999389648438,3.4969110629390343e-07)","(-865.1820678710938,-843.5054321289062,-3.4969110629390343e-07)",40000.0,0.95
"(-158.9221954345703,-44.23320388793945,0.0)","(-159.92198181152344,-44.21261978149414,0.0)","(-160.0043182373047,-48.21177291870117,0.0)",40000.0,0.95
"(164.0897216796875,-349.0776672363281,0.0)","(164.10934448242188,-348.0778503417969,0.0)","(160.110107421875,-347.9993591308594,0.0)",40000.0,0.95
"(374.9765625,-1190.3826904296875,3.4969110629390343e-07)","(374.9730224609375,-1191.3826904296875,3.4969110629390343e-07)","(378.9730224609375,-1191.3968505859375,-3.4969110629390343e-07)",40000.0,0.95
"(-821.39501953125,-1491.4842529296875,3.4969110629390343e-07)","(-821.40576171875,-1490.4842529296875,3.4969110629390343e-07)","(-825.405517578125,-1490.5269775390625,-3.4969110629390343e-07)",40000.0,0.95
"(-340.9189147949219,-1449.6917724609375,3.4969110629390343e-07)","(-340.9213562011719,-1448.6917724609375,3.4969110629390343e-07)","(-344.9213562011719,-1448.7015380859375,-3.4969110629390343e-07)",40000.0,0.95
"(302.2660217285156,511.28045654296875,3.4969110629390343e-07)","(302.2619323730469,510.28045654296875,3.4969110629390343e-07)","(306.2618713378906,510.26416015625,-3.4969110629390343e-07)",40000.0,0.95
"(1105.6407470703125,-1342.495849609375,0.0)","(1104.7447509765625,-1342.052001953125,0.0)","(1102.9693603515625,-1345.636474609375,0.0)",40000.0,0.95
"(-943.3258666992188,-62.06564712524414,0.0)","(-943.3312377929688,-63.06563186645508,0.0)","(-939.3312377929688,-63.08713912963867,0.0)",40000.0,0.95
"(-709.9878540039062,-644.4268798828125,0.0)","(-708.9878540039062,-644.437744140625,0.0)","(-708.9442749023438,-640.43798828125,0.0)",40000.0,0.95
"(1303.965087890625,718.0234985351562,3.4969110629390343e-07)","(1304.965087890625,718.0191040039062,3.4969110629390343e-07)","(1304.98291015625,722.0191040039062,-3.4969110629390343e-07)",40000.0,0.95
"(153.087890625,-882.3750610351562,0.0)","(152.087890625,-882.3750610351562,0.0)","(152.087890625,-886.3750610351562,0.0)",40000.0,0.95
"(8.904801368713379,-370.9790344238281,2.0182789739919826e-05)","(9.904797554016113,-370.9817199707031,2.0182789739919826e-05)","(9.915596961975098,-366.9817199707031,1.9801980670308694e-05)",40000.0,0.95
"(-330.5337219238281,-840.1990966796875,3.4969110629390343e-07)","(-330.5290222167969,-841.1990966796875,3.4969110629390343e-07)","(-326.5290832519531,-841.1802978515625,-3.4969110629390343e-07)",40000.0,0.95
"(984.1812744140625,-1202.5673828125,0.0)","(985.0723876953125,-1203.021240234375,0.0)","(986.8876953125,-1199.456787109375,0.0)",40000.0,0.95
"(-715.4822387695312,-827.3778686523438,0.0)","(-714.4822387695312,-827.3887329101562,0.0)","(-714.4386596679688,-823.3889770507812,0.0)",40000.0,0.95
"(-1262.9764404296875,-785.4923095703125,0.0)","(-1263.9761962890625,-785.4730224609375,0.0)","(-1264.0535888671875,-789.4722900390625,0.0)",40000.0,0.95
"(-1120.0946044921875,-1145.77490234375,3.4969110629390343e-07)","(-1120.1011962890625,-1144.77490234375,3.4969110629390343e-07)","(-1124.1011962890625,-1144.80078125,-3.4969110629390343e-07)",40000.0,0.95
"(193.63473510742188,813.0220947265625,0.0)","(193.63577270507812,812.0220947265625,0.0)","(197.63577270507812,812.0262451171875,0.0)",40000.0,0.95
"(-4.853185176849365,-960.0968017578125,3.4969110629390343e-07)","(-5.8531012535095215,-960.0838623046875,3.4969110629390343e-07)","(-5.904898166656494,-964.08349609375,-3.4969110629390343e-07)",40000.0,0.95
"(16.085538864135742,24.69268226623535,0.0)","(15.090757369995117,24.590654373168945,0.0)","(15.498872756958008,20.611528396606445,0.0)",40000.0,0.95
"(795.6277465820312,-1244.927978515625,0.0)","(795.6771850585938,-1243.92919921875,0.0)","(791.6820678710938,-1243.7314453125,0.0)",40000.0,0.95
"(-5.657191276550293,724.7947387695312,0.0)","(-6.650250434875488,724.9122924804688,0.0)","(-7.120699882507324,720.9400024414062,0.0)",40000.0,0.95
"(-322.8462219238281,-997.092041015625,0.0)","(-323.8462219238281,-997.0875244140625,0.0)","(-323.8642272949219,-1001.0875244140625,0.0)",40000.0,0.95
"(1250.373291015625,-1224.4241943359375,3.4969110629390343e-07)","(1250.36328125,-1225.4241943359375,3.4969110629390343e-07)","(1254.363037109375,-1225.4639892578125,-3.4969110629390343e-07)",40000.0,0.95
"(-1471.434814453125,-810.1399536132812,3.4969110629390343e-07)","(-1471.434326171875,-809.1399536132812,3.4969110629390343e-07)","(-1475.434326171875,-809.1383666992188,-3.4969110629390343e-07)",40000.0,0.95
"(-924.8045043945312,-798.5360717773438,0.0)","(-924.8110961914062,-799.5360717773438,0.0)","(-920.8112182617188,-799.5623168945312,0.0)",40000.0,0.95
"(-820.3377685546875,-185.26812744140625,0.0)","(-821.335693359375,-185.20449829101562,0.0)","(-821.5902099609375,-189.19638061523438,0.0)",40000.0,0.95
"(5.3287553787231445,-769.574462890625,3.086726792389527e-05)","(4.32875919342041,-769.57177734375,3.086726792389527e-05)","(4.317960739135742,-773.57177734375,3.0167886507115327e-05)",40000.0,0.95
"(-322.9408264160156,-1018.091796875,0.0)","(-323.9408264160156,-1018.0872802734375,0.0)","(-323.9588317871094,-1022.0872802734375,0.0)",40000.0,0.95
"(569.6060180664062,-834.5945434570312,0.0)","(569.6005249023438,-833.5945434570312,0.0)","(565.6005859375,-833.6166381835938,0.0)",40000.0,0.95
"(796.1256103515625,-1031.748779296875,3.4969110629390343e-07)","(797.1256103515625,-1031.7451171875,3.4969110629390343e-07)","(797.11083984375,-1027.7451171875,-3.4969110629390343e-07)",40000.0,0.95
"(-28.961973190307617,-472.17877197265625,3.4969110629390343e-07)","(-29.961973190307617,-472.17852783203125,3.4969110629390343e-07)","(-29.96294593811035,-476.17852783203125,-3.4969110629390343e-07)",40000.0,0.95
"(1114.041259765625,-233.2841796875,3.4969110629390343e-07)","(1115.0400390625,-233.235595703125,3.4969110629390343e-07)","(1114.845703125,-229.24032592773438,-3.4969110629390343e-07)",40000.0,0.95
"(-143.11581420898438,-1247.700439453125,3.4969110629390343e-07)","(-143.114013671875,-1248.700439453125,3.4969110629390343e-07)","(-139.114013671875,-1248.693115234375,-3.4969110629390343e-07)",40000.0,0.95
"(397.6224060058594,-838.0440063476562,3.4969110629390343e-07)","(397.6278991699219,-839.0440063476562,3.4969110629390343e-07)","(401.6278381347656,-839.0219116210938,-3.4969110629390343e-07)",40000.0,0.95
"(-933.8350219726562,-1439.80419921875,0.0)","(-932.8350219726562,-1439.802490234375,0.0)","(-932.8422241210938,-1435.802490234375,0.0)",40000.0,0.95
"(793.2021484375,-916.7589111328125,0.0)","(792.2021484375,-916.7625732421875,0.0)","(792.2169189453125,-920.7625732421875,0.0)",40000.0,0.95
"(-592.858642578125,101.79561614990234,3.4969110629390343e-07)","(-592.853271484375,102.79560089111328,3.4969110629390343e-07)","(-596.853271484375,102.81700897216797,-3.4969110629390343e-07)",40000.0,0.95
"(-1045.0391845703125,-608.8037719726562,3.4969110629390343e-07)","(-1046.0391845703125,-608.8047485351562,3.4969110629390343e-07)","(-1046.0352783203125,-612.8047485351562,-3.4969110629390343e-07)",40000.0,0.95
"(963.4041748046875,-15.49293041229248,3.4969110629390343e-07)","(963.399658203125,-16.492919921875,3.4969110629390343e-07)","(967.399658203125,-16.510757446289062,-3.4969110629390343e-07)",40000.0,0.95
"(1550.302978515625,-103.01447296142578,0.0)","(1550.213134765625,-102.01851654052734,0.0)","(1546.229248046875,-102.3779525756836,0.0)",40000.0,0.95
"(682.6476440429688,-1598.8763427734375,0.0)","(682.6476440429688,-1599.8763427734375,0.0)","(686.6476440429688,-1599.8763427734375,0.0)",40000.0,0.95
"(442.0533142089844,-0.2613680064678192,0.0)","(441.0885314941406,-0.5244841575622559,0.0)","(442.1410217285156,-4.383541107177734,0.0)",40000.0,0.95
"(-939.9567260742188,-418.77777099609375,0.0)","(-939.9494018554688,-417.77777099609375,0.0)","(-943.9492797851562,-417.74822998046875,0.0)",40000.0,0.95
"(-1.6631194353103638,-766.5555419921875,3.086726792389527e-05)","(-2.6631157398223877,-766.5528564453125,3.086726792389527e-05)","(-2.673914670944214,-770.5528564453125,3.0167886507115327e-05)",40000.0,0.95
"(-665.5050048828125,-1559.6033935546875,0.0)","(-666.5048828125,-1559.6148681640625,0.0)","(-666.459228515625,-1563.6146240234375,0.0)",40000.0,0.95
"(-1347.3631591796875,-347.2156677246094,0.0)","(-1347.3721923828125,-348.2156066894531,0.0)","(-1343.3724365234375,-348.2513122558594,0.0)",40000.0,0.95
"(-42.7752685546875,-140.6507568359375,0.0)","(-42.79560089111328,-141.65054321289062,0.0)","(-38.796424865722656,-141.73187255859375,0.0)",40000.0,0.95
"(-219.10804748535156,788.0202026367188,0.0)","(-219.5796356201172,787.1383666992188,0.0)","(-216.05235290527344,785.2520141601562,0.0)",40000.0,0.95
"(1203.8516845703125,-997.192138671875,3.4969110629390343e-07)","(1204.8516845703125,-997.1923828125,3.4969110629390343e-07)","(1204.8526611328125,-993.1923828125,-3.4969110629390343e-07)",40000.0,0.95
"(-134.15399169921875,-21.29412078857422,3.4969110629390343e-07)","(-134.16168212890625,-20.294151306152344,3.4969110629390343e-07)","(-138.16156005859375,-20.324920654296875,-3.4969110629390343e-07)",40000.0,0.95
"(1460.041015625,819.6019897460938,3.4969110629390343e-07)","(1460.046875,820.6019897460938,3.4969110629390343e-07)","(1456.046875,820.6253051757812,-3.4969110629390343e-07)",40000.0,0.95
"(-1176.3736572265625,-21.697784423828125,0.0)","(-1176.3743896484375,-22.697784423828125,0.0)","(-1172.3743896484375,-22.70052719116211,0.0)",40000.0,0.95
"(42.49659729003906,-135.7978973388672,3.4969110629390343e-07)","(42.52337646484375,-136.7975311279297,3.4969110629390343e-07)","(46.521942138671875,-136.69041442871094,-3.4969110629390343e-07)",40000.0,0.95
"(12.788163185119629,-228.98899841308594,6.664128704869654e-06)","(13.788159370422363,-228.99168395996094,6.664128704869654e-06)","(13.798958778381348,-224.99168395996094,6.2833214542479254e-06)",40000.0,0.95
"(-208.0517578125,-355.2416076660156,3.4969110629390343e-07)","(-208.07098388671875,-356.2414245605469,3.4969110629390343e-07)","(-204.07171630859375,-356.3183288574219,-3.4969110629390343e-07)",40000.0,0.95
"(415.29364013671875,-18.52130889892578,3.4969110629390343e-07)","(415.43267822265625,-19.5115966796875,3.4969110629390343e-07)","(419.393798828125,-18.955448150634766,-3.4969110629390343e-07)",40000.0,0.95
"(-478.40423583984375,-231.79119873046875,3.4969110629390343e-07)","(-477.404296875,-231.80068969726562,3.4969110629390343e-07)","(-477.36639404296875,-227.80087280273438,-3.4969110629390343e-07)",40000.0,0.95
"(1116.468017578125,816.2857055664062,0.0)","(1116.4677734375,815.2857055664062,0.0)","(1120.4677734375,815.2846069335938,0.0)",40000.0,0.95
"(-1063.404052734375,-806.5966796875,3.4969110629390343e-07)","(-1063.40380859375,-805.5966796875,3.4969110629390343e-07)","(-1067.40380859375,-805.5960693359375,-3.4969110629390343e-07)",40000.0,0.95
"(529.131103515625,-445.77410888671875,0.0)","(529.14501953125,-444.77423095703125,0.0)","(525.1453857421875,-444.7183837890625,0.0)",40000.0,0.95
"(-15.730010032653809,-138.70030212402344,3.4969110629390343e-07)","(-15.709675788879395,-137.7005157470703,3.4969110629390343e-07)","(-19.708847045898438,-137.6191864013672,-3.4969110629390343e-07)",40000.0,0.95
"(227.07217407226562,-92.19499969482422,0.0)","(226.61801147460938,-91.30408477783203,0.0)","(223.05435180664062,-93.12078094482422,0.0)",40000.0,0.95
"(1105.6771240234375,-1.4446064233779907,0.0)","(1106.6768798828125,-1.4646004438400269,0.0)","(1106.7569580078125,2.534600019454956,0.0)",40000.0,0.95
"(584.5153198242188,-1528.845703125,3.4969110629390343e-07)","(584.5211791992188,-1527.845703125,3.4969110629390343e-07)","(580.5213012695312,-1527.822265625,-3.4969110629390343e-07)",40000.0,0.95
"(770.5068359375,-709.0325317382812,0.0)","(769.5069580078125,-709.0197143554688,0.0)","(769.455810546875,-713.0193481445312,0.0)",40000.0,0.95
"(1491.6417236328125,-1062.503662109375,3.4969110629390343e-07)","(1492.6407470703125,-1062.458984375,3.4969110629390343e-07)","(1492.4615478515625,-1058.462890625,-3.4969110629390343e-07)",40000.0,0.95
"(774.9902954101562,-460.3712158203125,0.0)","(775.9901733398438,-460.382568359375,0.0)","(776.0355834960938,-456.3828125,0.0)",40000.0,0.95
"(-214.0316619873047,-446.921630859375,0.0)","(-214.0209197998047,-447.92156982421875,0.0)","(-210.0211639404297,-447.8785400390625,0.0)",40000.0,0.95
"(27.16611099243164,1325.37109375,-7.279703368112678e-06)","(28.165264129638672,1325.330078125,-7.279703368112678e-06)","(28.32968521118164,1329.32666015625,-7.979085239639971e-06)",40000.0,0.95
"(1253.868408203125,-1250.267578125,3.4969110629390343e-07)","(1253.859375,-1251.267578125,3.4969110629390343e-07)","(1257.859130859375,-1251.303466796875,-3.4969110629390343e-07)",40000.0,0.95
